user_id,movie_id,rating
54,323,3
54,338,5
54,81,2
54,424,2
55,363,2
55,474,2
55,89,2
56,257,5
56,462,2
56,432,2
56,108,2
56,449,5
56,495,1
56,90,4
56,308,4
56,116,1
56,447,1
57,453,4
57,193,3
57,468,4
57,364,3
57,134,4
57,368,2
57,131,4
58,42,3
58,239,4
58,249,1
58,254,2
58,467,4
58,101,2
58,353,5
58,373,3
59,388,4
59,84,3
59,487,3
59,140,1
59,453,4
59,301,5
59,327,2
59,468,5
59,366,1
60,221,5
60,161,3
60,315,5
60,170,3
60,296,4
60,258,5
60,19,5
60,426,4
61,479,4
62,82,4
62,104,3
62,382,4
62,146,5
62,500,4
62,65,5
62,365,1
62,28,4
62,445,5
63,144,2
63,361,3
63,500,2
63,478,3
64,324,4
64,206,4
64,31,2
65,250,1
65,217,5
65,98,1
65,139,1
66,306,3
66,388,2
66,196,2
66,147,1
66,238,1
67,43,5
67,121,3
67,219,5
67,475,4
67,474,4
67,90,5
67,372,4
67,167,5
67,117,4
67,140,5
68,133,5
68,87,2
68,39,4
68,270,4
68,113,2
68,140,5
68,340,4
68,369,4
68,179,2
69,161,3
69,153,5
69,404,3
70,499,3
70,132,5
70,243,2
70,429,1
70,332,2
70,254,1
70,471,2
70,7,5
71,493,4
71,101,1
71,345,2
71,411,4
71,87,3
72,148,1
72,262,1
72,450,4
72,495,5
72,404,1
72,323,4
73,272,1
73,343,2
73,108,4
73,334,3
73,173,4
73,178,3
73,64,4
73,468,4
73,284,4
74,194,5
74,348,2
74,58,1
74,356,2
74,408,5
74,435,2
75,53,3
75,372,2
76,389,2
76,291,2
76,435,4
76,216,5
76,77,3
77,20,5
77,170,4
77,481,2
77,181,1
77,294,4
77,470,5
78,69,3
78,2,1
78,335,4
78,260,1
79,280,4
79,174,2
79,23,4
79,268,2
79,399,2
79,218,2
80,275,4
80,298,1
80,355,4
80,198,4
80,425,2
81,159,2
81,376,2
82,358,4
82,380,4
83,283,4
83,329,1
84,453,1
84,134,2
84,495,1
84,71,2
85,441,4
85,170,3
85,259,2
85,85,2
85,187,5
85,303,2
85,74,2
85,121,3
86,225,3
86,351,1
86,428,2
86,154,3
86,91,2
87,176,5
87,142,2
87,187,1
87,35,5
88,384,5
88,111,2
88,347,3
88,410,1
88,162,3
89,225,5
89,497,2
89,185,3
90,14,5
90,237,5
90,316,1
90,230,2
90,406,2
91,277,5
91,420,4
91,397,3
91,487,2
91,166,2
91,442,3
91,348,5
92,81,4
92,336,4
93,446,2
93,283,2
93,257,5
94,141,4
94,128,4
94,49,4
94,446,5
94,190,5
94,392,4
94,292,1
95,42,1
95,396,2
95,229,5
96,272,5
96,164,5
96,229,1
97,113,1
97,367,2
97,352,2
97,466,2
97,329,1
97,403,2
97,431,5
98,412,3
98,96,4
98,346,4
98,36,1
98,103,2
99,161,3
100,211,5
100,330,5
100,65,2
100,98,5
100,5,5
100,419,4
101,318,1
101,218,3
101,115,5
101,62,2
101,18,1
101,402,4
101,463,2
101,403,5
101,399,2
101,1,5
102,414,4
102,181,4
102,241,2
103,56,3
103,408,2
104,262,5
104,252,2
104,255,4
104,257,3
105,289,2
105,271,4
105,285,5
105,190,3
106,79,5
106,339,3
106,363,3
106,60,2
106,469,3
107,179,2
107,494,4
107,24,5
107,439,5
108,340,1
108,147,5
109,106,3
110,22,5
110,423,1
110,159,2
110,70,3
110,93,1
110,231,2
110,310,1
110,111,2
110,200,1
110,418,5
111,241,2
111,165,4
111,347,3
111,464,4
111,145,5
111,229,2
112,315,5
112,35,3
112,16,4
112,490,1
112,243,5
112,135,4
112,377,1
112,278,2
113,66,1
113,23,2
114,119,3
114,494,1
114,259,3
114,310,1
114,492,1
114,15,3
114,240,2
114,146,4
115,374,5
115,22,5
115,136,3
115,234,2
116,386,3
116,292,2
116,301,3
116,246,2
116,456,2
116,50,3
116,123,5
116,178,3
116,401,5
117,163,1
117,325,3
117,305,1
117,372,5
117,93,4
117,207,1
117,26,3
117,127,5
117,442,4
117,259,1
118,160,3
118,413,1
119,259,3
119,68,1
119,215,3
119,457,1
119,396,1
119,303,2
119,123,1
119,319,4
119,142,5
119,494,2
120,56,1
121,331,1
121,191,1
121,163,2
121,127,5
121,497,4
121,411,5
122,181,2
122,213,1
122,413,1
122,317,4
122,203,1
122,320,1
122,211,2
122,489,1
123,460,2
123,27,4
124,181,1
124,460,3
124,475,4
124,51,4
124,385,4
125,499,2
125,400,2
126,437,1
126,113,3
126,72,5
126,157,4
126,124,5
126,455,4
126,152,3
126,378,1
126,36,3
127,35,1
127,87,4
127,33,4
127,111,4
127,346,5
127,465,1
127,13,1
128,475,5
128,321,4
129,327,2
129,210,2
129,273,1
129,354,5
129,291,2
129,115,5
129,227,3
129,192,4
129,194,3
129,360,5
130,315,3
130,280,5
130,90,2
130,194,3
130,214,5
130,114,2
130,425,1
130,249,5
130,32,2
131,318,5
132,456,2
132,174,2
132,364,4
133,447,5
133,34,3
133,184,4
134,5,3
134,126,4
134,90,4
134,491,1
134,464,4
134,340,5
134,153,2
134,361,4
134,473,5
134,436,4
135,144,4
135,275,4
136,375,4
136,284,2
136,58,1
136,356,5
136,84,1
137,124,5
137,269,1
137,113,2
137,318,2
137,314,3
137,396,5
137,33,5
137,493,4
137,295,5
138,375,3
138,91,4
138,123,2
138,41,4
138,403,1
138,327,3
138,274,4
138,378,3
139,25,2
139,7,4
139,486,3
139,489,5
139,418,4
139,194,1
140,149,1
140,253,1
140,220,3
141,472,1
141,272,2
141,127,5
141,460,3
141,412,2
141,299,1
141,318,2
141,130,3
142,76,5
142,193,5
142,168,5
142,59,5
142,223,2
143,78,2
144,317,3
144,231,2
144,40,4
144,290,2
144,406,2
144,288,1
144,233,4
144,403,3
144,330,1
145,124,1
145,378,4
145,365,4
145,36,2
146,216,5
146,144,3
146,82,3
146,130,5
147,7,3
147,313,2
147,171,4
147,486,5
147,139,1
147,410,3
148,413,4
148,251,5
148,429,4
148,44,4
148,222,2
148,342,4
149,360,4
149,486,3
150,82,3
150,52,2
150,239,3
150,249,2
151,5,1
151,395,1
151,265,5
151,469,2
151,287,5
151,499,5
151,315,5
152,418,4
152,30,5
152,483,5
153,291,1
153,159,2
153,123,5
153,498,5
153,179,3
153,92,3
154,202,1
154,92,2
154,185,4
154,312,4
154,69,3
155,124,5
155,66,3
155,398,2
155,125,3
155,408,2
155,206,5
155,77,4
155,305,4
155,386,3
155,161,3
156,273,4
156,239,5
156,407,1
156,423,3
156,471,2
156,247,2
157,265,1
157,105,4
157,391,4
157,327,3
157,91,2
157,337,3
158,403,3
158,158,4
158,231,5
158,125,4
158,414,1
158,427,5
158,83,5
158,246,1
159,142,2
160,262,2
160,409,5
160,19,2
160,12,3
160,205,5
160,481,4
160,22,2
160,381,1
161,339,4
161,250,4
161,73,4
161,437,1
161,228,5
161,175,3
161,54,4
162,427,4
162,219,4
162,453,5
162,79,3
162,382,4
162,147,2
162,97,4
162,484,2
162,235,3
162,205,1
163,303,5
163,312,5
163,463,3
163,500,1
163,153,1
163,121,5
164,480,3
164,106,1
165,116,2
165,232,1
166,499,3
166,363,3
166,89,1
166,432,1
166,97,1
167,157,2
167,49,3
168,19,4
168,457,2
168,31,3
168,434,3
168,270,3
168,210,4
168,100,2
168,59,5
168,302,4
169,162,3
169,147,1
169,180,2
169,395,3
169,356,5
169,470,5
170,283,3
170,243,5
170,127,5
171,155,3
171,403,1
172,149,3
172,20,3
172,449,5
172,204,2
172,282,4
172,206,4
172,481,5
172,337,1
173,410,1
173,221,2
173,434,2
173,91,2
173,187,4
174,426,2
174,354,1
174,348,4
174,488,1
174,115,2
174,65,4
174,314,2
174,484,4
175,274,4
175,362,3
175,80,1
175,124,5
175,223,5
175,275,1
175,410,1
175,452,1
176,327,2
176,17,4
176,150,4
176,169,3
177,144,1
177,123,3
177,183,2
178,9,5
178,395,5
178,496,4
178,90,1
178,50,5
178,399,1
179,15,5
179,169,2
179,318,4
179,51,2
179,41,4
180,381,4
181,226,3
181,134,3
181,64,3
181,29,5
181,327,4
181,353,4
181,347,4
181,283,4
181,247,2
182,400,4
182,303,2
182,196,1
182,147,5
182,313,3
182,310,2
182,312,1
182,285,3
182,352,2
183,170,1
183,48,1
183,11,5
183,194,1
183,262,1
183,62,5
183,365,5
183,352,2
184,286,4
184,39,2
184,226,3
184,308,1
184,496,2
185,499,5
186,466,2
186,162,1
187,495,1
187,191,1
187,70,3
187,234,1
187,498,4
187,394,2
188,318,5
188,223,4
189,201,5
189,63,2
189,212,4
189,23,1
189,289,5
189,460,2
189,382,2
189,176,3
190,99,1
190,6,4
190,60,5
190,368,4
190,78,1
190,490,4
190,359,1
190,89,2
191,423,3
191,106,4
191,212,1
191,264,3
191,161,3
191,147,3
192,419,3
192,307,3
192,322,2
192,295,1
192,211,4
192,252,4
192,197,3
192,232,5
193,239,1
193,246,3
193,467,1
193,53,4
194,277,1
194,377,3
195,230,4
196,95,3
196,470,4
196,256,1
196,299,2
196,325,2
196,237,5
196,58,2
196,64,5
196,333,3
197,351,4
197,185,1
197,96,3
197,40,2
197,404,2
197,392,1
197,8,4
198,461,1
198,8,3
198,190,3
198,78,5
198,225,2
198,315,1
198,480,4
198,371,4
199,355,5
199,275,4
199,406,2
199,396,1
199,257,4
199,261,4
199,348,4
200,249,2
200,429,5
200,67,2
200,215,4
200,414,5
200,266,2
200,471,4
200,146,3
200,100,1
200,88,3
201,314,2
201,228,2
201,3,2
201,277,3
201,432,2
201,477,4
201,365,4
201,173,2
201,267,1
202,258,3
202,488,5
202,425,1
203,361,3
203,102,1
203,219,1
203,97,1
203,206,4
203,350,1
203,68,5
203,84,5
203,370,3
203,98,5
204,328,1
204,122,1
204,139,1
204,457,4
204,375,1
204,274,4
204,382,3
204,94,5
204,107,5
204,82,3
205,14,2
205,13,2
206,216,4
206,466,4
206,192,3
206,130,2
206,85,2
207,293,5
207,394,1
207,378,3
207,453,5
207,279,3
208,370,1
208,422,5
209,157,2
209,431,5
209,244,1
209,16,5
209,384,4
210,179,1
210,56,3
210,59,3
210,469,1
210,94,5
210,406,1
210,390,5
210,495,1
210,339,2
211,168,2
211,86,1
211,233,3
211,117,5
212,471,3
212,142,5
212,202,5
212,42,5
213,290,3
213,172,2
214,315,5
214,51,2
214,423,4
215,200,5
215,76,2
215,475,2
215,476,4
215,396,5
215,319,4
216,477,5
216,224,5
216,160,5
216,190,2
217,11,4
218,118,5
218,413,2
218,171,1
219,14,2
219,284,3
219,385,4
219,190,1
219,387,5
219,386,3
219,235,2
219,313,5
219,270,4
220,450,3
221,399,5
221,293,5
221,214,5
221,420,2
221,381,2
221,300,3
221,340,3
221,450,4
221,411,4
222,128,2
222,49,1
222,5,1
222,300,3
222,329,4
223,307,5
223,82,1
223,110,2
223,201,3
223,448,1
223,16,5
223,348,4
223,472,2
223,331,1
223,241,4
224,240,4
225,374,3
225,117,5
225,24,5
225,109,5
226,124,1
226,438,2
226,131,5
226,136,5
226,234,1
226,284,5
226,411,2
226,257,5
226,81,2
227,22,5
227,495,3
227,423,3
227,166,1
227,102,2
227,352,4
227,395,4
227,380,3
227,389,2
228,145,3
228,327,1
228,487,4
228,352,2
228,73,4
228,349,5
228,364,1
228,43,2
228,50,5
228,409,5
229,317,1
229,114,3
229,354,2
229,262,3
229,260,5
229,490,3
229,485,2
229,406,4
230,146,1
231,65,4
231,150,1
231,273,2
231,215,4
231,64,5
231,263,5
231,272,3
231,39,1
231,81,3
231,420,3
232,337,2
232,288,3
232,44,2
232,106,2
232,411,1
233,168,4
233,210,4
233,153,3
233,234,3
233,251,5
233,386,4
233,174,3
233,86,3
233,82,1
233,408,1
234,7,2
235,425,1
235,197,2
235,250,3
235,275,2
235,235,5
235,332,1
236,129,4
236,464,1
236,335,2
236,102,4
236,327,1
236,207,1
236,470,5
236,311,3
236,41,2
237,406,1
237,349,2
237,363,5
238,315,5
238,359,2
239,435,5
239,431,3
239,34,5
239,343,4
239,339,3
240,78,3
240,175,4
240,333,1
240,251,1
240,191,2
240,82,3
241,307,3
241,391,5
241,329,5
241,318,2
241,325,4
241,48,1
241,281,2
241,458,2
241,421,4
241,440,4
242,66,4
242,286,1
242,36,3
242,137,5
242,224,3
242,440,2
243,411,1
243,37,2
243,485,1
243,342,5
243,423,1
243,437,1
243,202,5
243,39,5
244,491,3
245,155,5
245,64,2
245,126,4
245,118,5
245,148,2
245,333,3
245,252,1
245,220,4
245,319,1
246,435,3
246,216,2
246,143,1
246,31,2
246,368,5
246,128,3
246,230,1
246,447,1
246,356,1
247,293,3
247,86,1
247,266,1
247,150,2
247,446,2
247,17,2
248,71,2
248,10,4
248,427,2
248,240,4
248,346,3
248,289,2
248,120,1
248,199,2
248,496,4
248,94,5
249,160,5
249,450,5
249,459,2
249,418,4
249,340,1
250,107,3
251,483,4
251,67,2
251,354,4
251,421,2
251,152,3
251,379,3
251,360,2
252,473,4
252,120,1
252,304,1
252,127,2
252,303,1
253,37,2
253,338,5
253,215,2
253,254,5
253,238,5
253,206,1
253,352,5
253,121,4
253,145,5
254,224,4
254,164,3
254,252,3
254,73,2
254,264,5
254,198,5
255,134,5
255,263,2
255,255,5
255,309,4
255,399,4
255,221,4
256,369,2
256,411,4
256,256,2
257,95,1
257,327,4
257,280,2
257,454,5
257,200,3
257,269,2
257,491,2
257,418,2
258,151,4
259,49,5
259,169,4
260,305,5
260,267,3
261,184,4
261,489,4
262,108,1
262,3,5
262,348,1
262,59,5
262,449,1
262,73,2
263,470,5
263,337,1
263,116,3
263,270,1
263,424,5
264,141,4
264,349,5
264,479,2
264,26,1
264,433,2
264,227,4
264,167,4
264,432,1
265,222,1
265,172,4
265,207,4
265,183,1
266,270,2
266,337,1
266,241,3
266,257,5
266,69,2
266,303,2
266,200,4
266,169,2
267,165,3
267,437,2
267,92,1
267,390,3
267,256,4
267,270,2
268,73,5
268,106,3
269,63,3
269,393,5
269,18,2
269,15,1
269,60,3
269,172,3
269,319,3
269,184,2
269,412,5
269,64,3
270,280,2
271,297,2
271,448,1
271,426,5
271,125,2
271,410,4
272,308,4
272,336,3
272,34,5
272,425,2
272,445,3
273,430,3
273,28,1
273,122,1
273,107,4
273,470,1
273,308,5
273,81,4
274,75,1
274,435,2
274,465,5
274,485,4
274,477,2
274,27,3
274,295,1
275,433,3
276,61,4
276,420,1
276,110,5
276,455,3
276,425,4
277,246,4
278,262,2
278,189,4
278,396,3
278,399,1
278,329,2
278,104,3
278,311,5
279,368,3
279,376,4
279,344,4
279,141,4
279,263,1
280,310,1
280,176,5
280,320,2
280,38,4
281,378,3
281,164,3
281,39,4
281,16,3
281,429,2
281,399,1
281,497,1
281,329,4
281,117,1
281,82,4
282,172,5
282,285,4
283,137,2
283,119,5
283,481,4
283,352,5
284,47,3
284,236,2
284,119,5
284,320,2
284,209,4
284,230,2
284,21,1
285,208,4
285,267,3
285,15,2
285,281,4
285,205,3
285,338,1
286,175,1
286,332,3
286,62,4
286,232,4
286,304,1
287,189,5
288,248,4
288,382,4
288,406,2
288,131,1
288,362,3
288,326,3
288,193,4
288,240,2
288,391,5
289,112,4
289,128,3
290,186,4
290,427,1
290,45,3
290,260,4
291,251,2
291,203,1
292,428,3
292,118,2
293,418,2
293,127,4
293,57,2
293,142,3
293,284,1
293,247,1
293,12,1
293,26,2
294,454,4
294,314,3
294,291,5
294,94,4
294,139,4
294,322,5
294,308,4
294,123,4
294,106,5
295,298,1
295,111,2
295,414,4
295,251,1
295,336,5
295,402,5
295,395,3
295,180,5
295,288,1
295,218,4
296,478,4
296,278,2
296,152,4
296,321,2
296,341,5
296,226,2
296,7,1
296,457,2
296,102,5
296,382,5
297,193,5
297,230,1
298,129,4
298,351,1
298,11,3
299,58,3
299,115,3
300,5,1
300,456,3
300,104,5
300,419,1
300,98,2
300,341,5
301,350,5
301,134,4
301,2,4
301,164,2
301,62,4
301,192,4
301,242,5
301,40,4
301,71,4
302,276,2
302,431,1
302,62,3
303,193,1
303,41,3
303,379,5
303,64,5
303,43,4
303,376,2
303,261,5
303,156,2
303,169,3
303,46,1
304,166,2
304,4,3
305,24,1
305,357,4
305,53,2
305,336,5
305,318,4
305,281,4
305,66,5
305,362,3
305,30,5
305,350,3
306,373,5
306,75,4
306,391,3
306,44,5
306,48,4
306,238,4
306,192,2
306,13,3
307,500,4
307,114,3
307,64,3
307,189,4
307,227,3
307,153,5
307,324,2
307,497,3
308,403,3
308,322,2
309,25,3
309,91,2
309,425,1
309,366,2
309,390,2
309,423,1
310,464,3
310,350,5
310,386,5
310,280,1
310,209,3
310,203,2
310,401,3
311,343,5
311,444,3
311,470,5
311,336,2
312,425,2
312,147,3
313,203,2
313,145,3
313,189,1
313,370,1
313,214,2
313,204,5
314,498,3
314,147,5
314,240,1
314,488,2
314,341,4
314,54,4
314,107,1
314,312,3
314,322,5
314,323,5
315,45,2
316,241,3
316,383,1
316,203,3
316,171,5
316,174,2
316,473,5
316,210,1
317,214,1
317,188,5
317,453,3
317,346,4
317,362,3
317,365,5
317,344,2
317,495,4
318,119,4
318,378,1
318,207,5
318,132,3
318,351,4
319,206,3
319,353,1
319,108,1
319,384,1
320,344,1
320,202,4
320,69,3
320,410,4
320,336,5
320,429,4
320,132,4
320,5,1
321,319,5
321,187,5
321,323,4
321,133,5
321,393,1
321,111,5
322,112,2
323,98,5
323,37,4
323,147,2
323,16,2
323,297,5
323,391,1
323,148,3
324,415,3
324,298,5
324,57,4
324,231,1
325,102,1
325,175,2
325,20,4
325,46,5
325,19,3
325,491,3
325,101,1
325,88,2
325,314,5
326,474,1
326,332,5
326,446,3
326,220,2
326,422,1
326,167,4
327,439,3
328,146,5
328,127,3
328,2,4
328,314,1
329,384,4
329,298,1
329,240,4
329,197,4
329,110,1
329,178,4
330,427,4
331,173,2
331,170,3
331,404,4
331,432,1
331,208,5
331,67,2
331,108,2
331,17,4
331,232,3
331,321,1
332,200,4
332,230,2
332,246,5
332,480,2
332,347,3
332,21,3
332,319,2
332,468,1
333,255,1
333,62,4
333,194,2
334,133,3
334,57,1
334,368,2
334,381,3
334,429,2
334,164,4
334,168,5
334,204,1
335,430,5
335,490,4
335,279,4
335,190,2
335,237,1
335,482,2
335,182,5
336,269,3
336,205,4
336,23,5
336,460,3
336,216,3
336,327,2
336,369,1
336,241,5
337,264,1
337,278,2
337,103,5
337,236,4
338,313,1
338,448,3
338,40,3
338,58,1
339,441,1
339,219,2
339,171,5
340,463,1
340,480,3
340,174,5
340,329,2
341,361,4
341,267,4
341,259,1
341,129,3
341,458,4
342,211,5
342,499,1
342,174,3
342,357,5
342,122,2
342,188,4
342,422,4
343,122,4
343,388,5
343,138,5
343,468,5
343,352,5
343,275,3
343,436,3
344,490,1
344,353,3
344,339,1
344,188,5
344,299,4
344,94,2
345,353,4
345,271,2
345,93,3
346,153,4
347,412,1
347,75,2
348,115,1
348,41,2
348,459,1
349,491,5
349,281,4
349,417,1
349,157,2
349,485,4
349,349,5
349,329,3
349,310,3
349,202,5
350,265,4
350,232,1
350,308,3
350,453,2
350,464,5
350,289,2
350,76,5
351,436,3
351,462,4
351,455,2
351,342,2
351,246,4
352,14,2
352,230,1
352,227,3
352,17,4
353,26,3
353,313,1
353,430,5
353,349,3
354,433,3
354,34,4
354,25,5
354,275,5
354,233,3
354,119,1
354,409,5
355,226,1
355,427,4
355,178,4
355,362,5
355,142,1
356,15,5
356,356,5
356,261,4
356,480,4
356,154,1
356,285,1
356,334,2
357,203,5
357,365,5
357,167,2
358,323,1
358,360,1
358,183,3
359,176,2
359,446,5
359,122,3
359,438,1
359,148,5
359,184,1
359,317,2
359,291,3
359,77,2
360,9,3
360,313,3
360,310,4
360,113,4
360,74,4
360,479,1
360,396,5
360,268,5
361,134,3
361,3,4
362,405,2
362,146,5
362,327,2
363,159,4
363,146,3
363,239,5
363,169,1
363,71,1
363,29,5
364,462,5
364,34,2
364,350,4
364,178,3
364,114,1
364,118,3
364,431,4
365,325,5
365,90,5
365,308,3
365,316,3
365,385,2
366,209,5
366,395,1
366,358,1
366,385,4
366,63,4
366,364,3
366,170,1
366,447,2
366,405,1
366,296,5
367,343,4
367,178,1
367,391,5
367,430,3
367,469,5
367,489,1
367,451,4
367,90,5
367,56,1
368,453,5
368,205,5
368,282,4
368,18,3
368,117,4
369,382,2
370,472,4
370,9,5
370,270,2
370,100,1
371,215,2
371,235,2
371,354,2
371,457,2
371,252,2
371,483,1
372,152,2
372,253,3
373,433,1
373,9,3
373,461,2
373,259,4
373,290,2
373,381,5
374,459,5
374,368,3
374,400,5
374,58,5
374,15,3
375,421,3
375,398,1
375,125,2
375,341,2
375,434,1
375,364,5
375,298,2
375,134,4
376,70,5
376,200,3
376,448,5
376,5,5
376,89,5
376,415,5
376,216,4
376,170,1
377,408,4
377,365,4
377,384,2
377,245,1
377,310,1
377,43,3
377,146,1
377,76,1
377,255,2
378,97,5
378,440,4
378,441,4
378,426,4
378,381,3
378,224,5
378,243,4
379,130,5
379,270,3
379,322,4
379,465,4
379,193,5
379,150,3
379,4,1
379,335,2
380,454,3
380,168,3
380,404,5
380,121,4
380,51,5
380,240,5
381,202,1
381,427,2
381,227,2
382,268,1
382,87,2
382,399,1
382,112,2
383,188,2
383,154,4
383,385,2
383,261,1
384,423,2
384,39,5
384,198,2
384,28,2
385,179,5
385,438,1
385,110,4
386,279,3
386,245,1
386,433,1
386,110,2
386,374,1
387,349,5
387,326,2
387,159,3
387,363,4
387,7,1
388,275,5
388,333,5
388,478,3
388,471,2
388,171,3
388,116,2
388,150,5
388,434,2
388,244,2
389,343,5
389,224,3
389,135,3
389,234,3
389,315,3
389,164,3
389,33,3
389,225,5
389,408,1
389,44,2
390,484,3
390,446,3
390,15,5
390,120,2
390,146,5
390,140,3
390,235,1
390,164,2
391,264,5
391,486,5
391,384,2
391,430,2
391,54,1
391,377,5
392,384,2
392,486,4
392,246,4
392,168,3
392,36,1
392,64,4
392,278,3
393,356,3
393,125,3
393,295,1
393,231,3
394,4,1
394,252,3
394,329,3
394,260,2
394,231,1
395,431,3
395,384,3
395,72,2
396,177,1
396,42,4
396,77,3
396,233,2
396,362,4
396,73,5
396,64,3
396,143,3
396,326,2
396,227,3
397,233,3
397,107,2
397,153,5
397,289,4
397,31,3
397,176,1
397,481,1
397,361,4
397,71,4
398,44,1
399,42,5
399,422,3
399,390,1
399,251,3
399,454,2
399,459,4
399,347,3
399,219,1
399,66,2
400,137,1
400,348,2
400,419,2
400,388,5
400,420,2
400,65,2
400,18,1
401,368,5
401,46,5
401,499,2
402,435,5
402,420,5
403,476,3
403,306,5
403,238,2
403,168,1
403,31,1
403,73,3
403,499,2
403,107,3
403,206,2
403,360,5
404,386,3
405,472,5
406,110,2
407,25,3
407,401,4
408,389,5
408,13,1
408,420,2
409,287,2
409,485,4
410,370,5
410,87,1
410,146,2
410,119,1
410,67,2
410,244,3
410,357,4
411,66,5
411,320,1
411,435,5
411,296,3
411,204,1
412,243,4
412,6,5
412,280,5
412,36,2
413,43,3
413,338,5
413,316,3
413,248,4
413,23,5
413,16,2
413,240,3
413,311,5
414,451,5
414,481,2
414,288,5
414,488,3
415,337,1
415,92,4
415,129,4
415,323,5
416,275,5
416,82,2
416,296,4
416,55,1
416,220,3
416,201,1
417,414,2
417,87,4
417,434,5
417,209,1
417,18,4
417,151,2
417,243,2
418,185,2
418,351,5
418,116,5
418,202,1
418,235,3
418,439,1
419,50,2
420,360,2
420,79,4
420,179,2
420,56,5
420,66,2
420,208,4
420,478,3
420,304,1
420,67,4
421,25,2
421,306,2
422,84,1
422,58,5
422,304,5
422,258,3
422,452,1
423,377,1
423,190,4
423,468,1
423,16,5
423,484,1
423,165,4
424,67,5
424,296,1
425,55,5
425,405,5
426,490,5
427,199,3
427,362,2
427,174,3
427,417,2
427,260,2
427,129,2
427,145,3
428,202,1
428,55,3
428,398,2
429,141,3
430,50,2
430,225,5
430,122,2
430,192,1
431,410,5
432,305,2
432,68,5
432,233,2
432,47,3
432,319,1
432,296,4
432,145,1
433,349,1
433,313,1
433,35,5
433,331,2
433,398,4
433,198,5
433,230,4
433,78,5
433,281,1
433,117,1
434,298,2
434,318,1
434,136,4
434,216,2
434,319,3
434,311,4
434,219,1
434,211,3
434,12,4
434,135,1
435,488,1
435,333,1
435,89,3
435,340,3
435,84,4
435,351,5
435,60,5
435,152,3
435,206,3
435,461,1
436,469,1
436,210,1
437,400,3
437,367,1
437,69,5
